Wins,WardsPlaced,WardsDestroyed,FirstBlood,Kills,Deaths,Assists,EliteMonsters,Dragons,Heralds,TowersDestroyed,TotalGold,AvgLevel,TotalExperience,TotalMinionsKilled,TotalJungleMinionsKilled,GoldDiff,ExperienceDiff,CSPerMin,GoldPerMin,team
1,14,1,0,6,5,3,0,0,0,0,0.40946180555555567,7.0,0.665452389020671,217,56,1313,1476,21.7,1592.9,Red
0,36,1,0,1,11,1,0,0,0,0,0.18585069444444446,6.6,0.4509488309047781,189,45,-5269,-3577,18.9,1335.3,Red
1,15,4,1,11,4,10,1,1,0,0,0.7665798611111112,7.6,0.8863097255167741,244,61,5354,4248,24.4,2004.3,Red
1,15,3,1,12,10,12,0,0,0,0,0.7447048611111111,7.2,0.7493222636394442,228,46,1949,1074,22.8,1979.1,Red
0,17,5,1,3,2,5,0,0,0,0,0.422048611111111,6.8,0.6844290071162319,266,38,1318,-132,26.6,1607.4,Red
0,25,1,1,5,12,9,0,0,0,0,0.3631944444444444,6.2,0.3885123686885802,188,34,-3098,-2685,18.8,1539.6,Red
1,20,7,1,7,2,7,0,0,0,0,0.4745659722222222,6.8,0.6064893256523213,221,50,2809,2023,22.1,1667.9,Red
1,42,3,1,3,3,5,1,0,1,0,0.28689236111111116,7.0,0.633598780074551,200,50,108,914,20.0,1451.7,Red
1,14,1,1,11,5,8,2,1,1,0,0.6639756944444444,7.6,0.8317519484920367,228,60,3318,2979,22.8,1886.1,Red
1,22,1,1,14,6,16,1,1,0,0,0.7483506944444445,7.2,0.6981531684174856,208,41,4093,2844,20.8,1983.3,Red
0,17,1,0,7,5,5,2,1,1,0,0.4629340277777778,7.0,0.7067095899695018,227,52,854,1069,22.7,1654.5,Red
0,11,5,0,8,3,6,0,0,0,0,0.5202256944444446,7.2,0.6769739071501187,226,44,1891,1211,22.6,1720.5,Red
0,37,4,0,3,14,5,0,0,0,0,0.2557291666666668,6.0,0.33531006438495436,171,34,-5872,-4455,17.1,1415.8,Red
0,21,5,0,2,6,1,1,0,1,0,0.2774305555555556,6.6,0.5466790918332768,241,40,-3713,-3023,24.1,1440.8,Red
0,17,1,0,5,10,4,0,0,0,0,0.3701388888888888,6.8,0.5343104032531346,227,40,-3149,-2125,22.7,1547.6,Red
0,16,3,0,1,10,2,1,0,1,0,0.2323784722222222,6.6,0.4853439512029821,204,55,-4263,-2953,20.4,1388.9,Red
0,15,0,0,3,7,6,0,0,0,0,0.281423611111111,6.4,0.501440189766181,199,40,-2896,-1979,19.9,1445.4,Red
0,20,3,0,2,6,2,0,0,0,0,0.2547743055555556,6.6,0.557184005421891,211,56,-2216,-1311,21.1,1414.7,Red
0,15,5,0,5,8,4,0,0,0,0,0.37864583333333335,6.8,0.5703151474076585,227,47,-530,-227,22.7,1557.4,Red
0,18,2,0,5,6,5,0,0,0,0,0.42690972222222223,6.6,0.5872585564215521,191,51,729,889,19.1,1613.0,Red
0,15,0,1,1,8,0,0,0,0,0,0.19392361111111112,6.4,0.4300237207726195,169,59,-5885,-4652,16.9,1344.6,Red
1,11,2,0,6,11,2,0,0,0,0,0.3227430555555555,7.0,0.6276685869196882,183,44,-2607,-1862,18.3,1493.0,Red
1,17,3,0,6,11,9,1,1,0,0,0.4526909722222223,6.8,0.5950525245679431,196,64,-1952,-1542,19.6,1642.7,Red
1,15,1,1,7,2,17,1,1,0,0,0.4662326388888889,7.2,0.6674008810572688,203,44,1726,1890,20.3,1658.3,Red
0,20,1,0,6,8,6,1,1,0,0,0.461111111111111,6.8,0.6728227719417147,221,43,-996,-116,22.1,1652.4,Red
1,12,5,1,9,4,10,2,1,1,1,0.7239583333333333,7.4,0.733903761436801,239,44,4715,1691,23.9,1955.2,Red
1,20,4,1,5,5,3,1,1,0,0,0.41579861111111116,7.2,0.7416977295831922,241,56,-928,633,24.1,1600.2,Red
1,15,4,1,10,7,9,1,1,0,0,0.5758680555555555,6.8,0.6349542527956625,211,48,1514,893,21.1,1784.6,Red
1,16,7,1,6,5,5,0,0,0,0,0.4232638888888889,7.0,0.6237716028464927,230,48,281,-497,23.0,1608.8,Red
0,37,1,1,10,11,12,0,0,0,0,0.6897569444444445,7.2,0.7723652998983396,186,64,438,669,18.6,1915.8,Red
1,39,6,1,2,1,1,1,1,0,0,0.3109375000000001,6.8,0.6070823449678077,233,40,579,379,23.3,1479.4,Red
0,15,3,0,5,13,4,1,1,0,0,0.37612847222222223,7.0,0.6179261267366994,191,52,-3579,-2679,19.1,1554.5,Red
1,15,3,1,4,3,2,1,0,1,0,0.3802951388888889,6.8,0.6807014571331752,232,55,1241,1045,23.2,1559.3,Red
0,13,0,1,3,5,2,0,0,0,0,0.42057291666666674,7.2,0.6978143002372078,221,55,-727,566,22.1,1605.7,Red
0,15,0,0,7,5,8,0,0,0,0,0.5284722222222222,7.2,0.7873602168756354,233,53,972,1814,23.3,1730.0,Red
1,35,1,1,8,5,8,2,1,1,0,0.4506944444444445,6.8,0.6325821755337174,194,43,1086,-646,19.4,1640.4,Red
0,53,2,0,5,3,6,2,1,1,0,0.5107638888888888,7.4,0.7377160284649272,235,63,2200,1933,23.5,1709.6,Red
0,17,1,0,3,5,1,0,0,0,0,0.34496527777777786,6.8,0.5864113859708574,219,57,-481,259,21.9,1518.6,Red
0,15,1,0,9,13,12,0,0,0,0,0.528125,7.0,0.6410538800406643,195,44,-4612,-2877,19.5,1729.6,Red
1,39,3,0,5,6,3,1,1,0,0,0.31718749999999996,6.8,0.6243646221619791,200,59,-1506,265,20.0,1486.6,Red
0,18,4,0,2,7,2,0,0,0,0,0.23359375000000004,6.4,0.43959674686546946,209,36,-2090,-468,20.9,1390.3,Red
1,14,3,1,5,5,2,1,0,1,0,0.5065972222222221,7.2,0.7355981023381905,244,60,2579,3819,24.4,1704.8,Red
0,14,2,0,1,5,1,1,0,1,0,0.3490451388888889,6.8,0.6391901050491359,262,64,-1723,-740,26.2,1523.3,Red
1,16,3,0,7,7,7,1,1,0,0,0.4277777777777778,7.2,0.6391053880040664,194,56,-559,-55,19.4,1614.0,Red
1,18,5,1,8,3,9,2,1,1,0,0.6078125000000001,7.2,0.7548288715689596,229,52,3346,3153,22.9,1821.4,Red
1,48,3,0,11,9,12,0,0,0,0,0.5454861111111111,7.0,0.5573534395120298,184,40,-785,-812,18.4,1749.6,Red
1,17,2,1,5,3,6,2,1,1,0,0.3794270833333333,6.6,0.626906133514063,241,32,439,-775,24.1,1558.3,Red
1,16,4,1,10,4,10,1,1,0,0,0.6370659722222223,7.4,0.7264486614706879,231,44,4416,3186,23.1,1855.1,Red
1,18,1,0,9,3,9,1,1,0,0,0.61796875,7.2,0.7355133852931209,219,65,4523,3729,21.9,1833.1,Red
1,17,5,1,9,4,10,1,0,1,0,0.6399305555555557,7.2,0.7478820738732633,262,59,3447,3324,26.2,1858.4,Red
0,15,4,0,4,7,5,0,0,0,0,0.33767361111111116,6.8,0.5816672314469672,231,29,-2145,-870,23.1,1510.2,Red
1,15,1,1,4,5,5,1,1,0,0,0.4076388888888889,6.8,0.5716706201287699,236,56,-577,-1501,23.6,1590.8,Red
1,20,4,0,12,7,13,1,1,0,0,0.6543402777777778,7.0,0.600474415452389,226,34,1883,873,22.6,1875.0,Red
1,15,4,1,9,3,4,0,0,0,0,0.5788194444444446,7.2,0.7564384954252795,259,47,3608,4288,25.9,1788.0,Red
1,15,8,1,9,3,11,1,1,0,0,0.6736111111111112,7.4,0.7971873941036937,235,65,4690,3429,23.5,1897.2,Red
0,17,1,0,3,4,2,1,1,0,0,0.29817708333333326,7.0,0.6108098949508641,202,64,-1705,-177,20.2,1464.7,Red
1,15,1,0,3,10,3,1,1,0,0,0.36744791666666665,7.0,0.625974246018299,203,64,-2417,-2101,20.3,1544.5,Red
1,19,5,0,4,7,6,0,0,0,0,0.3994791666666666,6.6,0.5565909861064046,236,52,-617,-866,23.6,1581.4,Red
0,16,3,0,1,5,1,1,1,0,0,0.26397569444444446,6.8,0.5540494747543206,248,51,-2861,-2287,24.8,1425.3,Red
0,19,1,1,10,9,14,0,0,0,0,0.632638888888889,6.6,0.5172822771941715,209,43,-503,222,20.9,1850.0,Red
1,24,4,0,9,6,10,2,1,1,0,0.5137152777777778,7.2,0.620213486953575,188,48,1679,1569,18.8,1713.0,Red
1,17,2,0,3,9,3,0,0,0,0,0.37916666666666665,6.8,0.644442561843443,249,52,-2361,-770,24.9,1558.0,Red
0,40,1,0,3,12,2,0,0,0,0,0.2945312499999999,6.6,0.5330396475770925,212,48,-4932,-3923,21.2,1460.5,Red
0,14,3,0,3,7,3,1,1,0,0,0.3768229166666668,6.8,0.6036936631650288,227,55,-1310,95,22.7,1555.3,Red
1,14,6,0,8,3,11,0,0,0,0,0.5570312500000001,7.2,0.78981701118265,237,61,2314,2460,23.7,1762.9,Red
0,20,5,1,6,5,4,0,0,0,0,0.41614583333333344,6.8,0.694425618434429,241,44,153,962,24.1,1600.6,Red
1,37,1,0,6,2,7,1,1,0,0,0.4380208333333333,7.0,0.6119959335818367,210,54,2186,1093,21.0,1625.8,Red
1,15,0,1,12,9,15,0,0,0,0,0.6410590277777779,6.2,0.3932565232124704,171,36,1567,-1876,17.1,1859.7,Red
1,95,0,0,8,6,10,1,1,0,0,0.5680555555555555,7.4,0.7611826499491697,200,80,2139,1844,20.0,1775.6,Red
0,37,2,0,1,3,0,1,0,1,0,0.34157986111111116,7.0,0.6462216197899017,242,70,-487,618,24.2,1514.7,Red
0,17,0,1,7,5,10,1,1,0,0,0.4462673611111112,7.0,0.5981870552355134,202,46,860,121,20.2,1635.3,Red
1,17,2,1,3,5,5,0,0,0,0,0.3438368055555556,6.8,0.6041172483903762,238,49,-786,-1155,23.8,1517.3,Red
1,28,1,0,10,4,8,2,1,1,0,0.5633680555555556,7.2,0.7772788885123688,209,60,1757,1856,20.9,1770.2,Red
0,18,2,1,9,8,9,1,1,0,0,0.6288194444444444,7.4,0.7478820738732633,234,60,1067,523,23.4,1845.6,Red
0,13,0,0,4,11,5,0,0,0,0,0.29470486111111116,6.8,0.5021179261267367,206,32,-3354,-2760,20.6,1460.7,Red
1,16,2,1,3,4,0,1,1,0,0,0.3570312499999999,7.2,0.706370721789224,263,52,-419,-1790,26.3,1532.5,Red
1,15,4,1,3,7,3,0,0,0,0,0.3744791666666667,6.6,0.5457472043375128,233,60,-1131,-1518,23.3,1552.6,Red
1,48,4,0,2,3,1,1,0,1,0,0.3114583333333334,6.8,0.5923415791257202,236,45,-1151,-1753,23.6,1480.0,Red
0,19,5,1,8,7,7,1,1,0,0,0.5164930555555556,7.0,0.6361402914266351,243,44,1206,963,24.3,1716.2,Red
1,15,4,1,9,4,8,0,0,0,0,0.5722222222222222,7.2,0.6830735343951203,218,52,1620,720,21.8,1780.4,Red
0,13,1,1,7,9,4,1,1,0,0,0.4839409722222223,7.0,0.621992544900034,192,47,-731,-1627,19.2,1678.7,Red
0,20,2,0,6,6,8,0,0,0,0,0.39913194444444455,6.6,0.5837004405286345,203,39,-1182,-420,20.3,1581.0,Red
1,20,2,1,4,3,4,1,0,1,0,0.4565972222222223,7.0,0.6745171128431041,239,52,2155,1351,23.9,1647.2,Red
0,13,5,0,5,3,6,0,0,0,0,0.39192708333333326,7.0,0.6367333107421213,221,49,792,9,22.1,1572.7,Red
1,17,1,0,3,2,4,0,0,0,0,0.36102430555555554,7.2,0.6252117926126738,235,47,635,1175,23.5,1537.1,Red
0,16,3,0,2,10,2,0,0,0,0,0.3056423611111112,6.4,0.4931379193493731,234,47,-3711,-2294,23.4,1473.3,Red
0,33,1,0,4,6,3,0,0,0,0,0.30295138888888884,6.6,0.501270755676042,191,44,-2387,-1690,19.1,1470.2,Red
0,17,3,0,7,15,8,0,0,0,0,0.4135416666666667,6.4,0.471196204676381,192,44,-4060,-3619,19.2,1597.6,Red
0,20,2,0,1,8,0,1,1,0,0,0.24774305555555554,6.6,0.5199932226363945,224,43,-4910,-2573,22.4,1406.6,Red
0,12,9,0,5,3,8,0,0,0,0,0.4106770833333333,6.8,0.5835310064384954,208,43,686,634,20.8,1594.3,Red
1,17,2,0,4,5,3,0,0,0,0,0.367361111111111,7.0,0.5803964757709251,231,36,-1066,-528,23.1,1544.4,Red
0,18,2,0,2,8,1,0,0,0,0,0.23107638888888893,6.4,0.4578109115554049,204,40,-3880,-2784,20.4,1387.4,Red
0,32,2,1,6,6,7,0,0,0,0,0.41927083333333326,6.4,0.5126228397153508,225,47,-297,-1283,22.5,1604.2,Red
0,16,1,1,9,7,12,1,1,0,0,0.5002604166666667,7.0,0.6117417824466284,191,52,-334,302,19.1,1697.5,Red
0,19,1,0,5,6,7,0,0,0,0,0.36744791666666665,6.8,0.54778041341918,203,44,-267,-745,20.3,1544.5,Red
1,18,4,1,4,7,5,0,0,0,0,0.4008680555555555,6.6,0.550321924771264,227,44,-178,-1499,22.7,1583.0,Red
0,22,3,1,2,1,4,1,1,0,0,0.29557291666666674,7.0,0.5997966790918333,197,60,845,571,19.7,1461.7,Red
1,14,3,1,8,3,6,1,1,0,0,0.48359375000000004,7.0,0.68790240596408,230,52,2482,1576,23.0,1678.3,Red
1,15,0,0,9,7,14,1,1,0,0,0.59375,7.4,0.7460182988817351,221,44,1370,1269,22.1,1805.2,Red
0,16,2,0,7,3,6,1,0,1,1,0.6400173611111111,7.6,0.768298881735005,232,60,3736,2032,23.2,1858.5,Red
1,80,1,1,6,9,5,2,1,1,0,0.46545138888888893,7.4,0.7415282954930532,197,53,-1233,-336,19.7,1657.4,Red
0,11,1,0,3,11,4,0,0,0,0,0.3475694444444444,6.8,0.5510843781768892,219,44,-3650,-3906,21.9,1521.6,Red
1,19,4,0,6,9,7,0,0,0,0,0.4209201388888888,6.8,0.5712470349034225,202,44,-1767,-709,20.2,1606.1,Red
0,14,4,0,5,7,2,0,0,0,0,0.40156250000000004,7.0,0.7147577092511014,230,60,-632,1247,23.0,1583.8,Red
1,30,0,1,7,8,3,1,1,0,0,0.4779513888888889,7.0,0.6784140969162996,209,52,-147,-1133,20.9,1671.8,Red
1,14,1,0,8,5,5,0,0,0,0,0.5618923611111111,7.6,0.8486953575059303,217,60,2332,2671,21.7,1768.5,Red
1,12,3,1,6,2,3,0,0,0,0,0.3657986111111111,6.8,0.5825991189427314,194,52,1179,557,19.4,1542.6,Red
0,17,5,0,7,12,9,0,0,0,0,0.4092013888888888,6.6,0.49576414774652655,189,45,-2352,-707,18.9,1592.6,Red
1,15,1,1,7,6,4,2,1,1,0,0.5024305555555555,7.2,0.7024737377160285,240,44,932,517,24.0,1700.0,Red
0,17,3,0,2,4,1,0,0,0,0,0.2945312499999999,6.6,0.5391392748220943,208,64,-1361,-1064,20.8,1460.5,Red
0,15,4,1,10,10,16,0,0,0,0,0.6003472222222221,6.8,0.5761606235174518,199,40,268,-407,19.9,1812.8,Red
1,39,4,1,6,9,7,2,1,1,0,0.5365451388888889,7.4,0.8194679769569638,235,60,-124,1526,23.5,1739.3,Red
1,12,2,0,6,5,7,1,1,0,0,0.46215277777777786,7.0,0.6846831582514402,241,50,721,1118,24.1,1653.6,Red
1,21,2,1,6,7,4,0,0,0,0,0.5877604166666668,7.0,0.6823110809894951,240,60,1464,-331,24.0,1798.3,Red
0,9,5,0,5,7,9,1,1,0,0,0.34826388888888893,6.6,0.5540494747543206,186,49,-1753,-847,18.6,1522.4,Red
1,14,3,1,12,3,13,0,0,0,0,0.6884548611111112,7.0,0.7293290410030498,209,53,4374,2570,20.9,1914.3,Red
1,123,2,0,9,7,8,1,1,0,0,0.5047743055555556,6.8,0.5608268383598781,213,44,-194,-1206,21.3,1702.7,Red
0,15,2,0,10,10,10,0,0,0,0,0.6868923611111111,7.4,0.8721619789901728,238,68,973,2396,23.8,1912.5,Red
0,14,3,1,6,9,8,1,1,0,0,0.37812500000000004,6.8,0.5044052863436123,182,56,-1550,-3286,18.2,1556.8,Red
0,17,2,1,4,8,3,0,0,0,0,0.2783854166666666,6.4,0.43663165028803796,199,29,-2504,-2824,19.9,1441.9,Red
1,14,2,0,8,8,5,1,1,0,0,0.5953993055555555,7.4,0.8188749576414774,233,76,373,1526,23.3,1807.1,Red
1,13,4,1,9,2,12,0,0,0,0,0.6211805555555556,7.0,0.7085733649610303,239,48,4479,2696,23.9,1836.8,Red
1,14,5,1,9,2,7,1,1,0,0,0.58984375,7.0,0.7106065740426973,248,56,2789,1511,24.8,1800.7,Red
1,22,3,0,3,4,2,0,0,0,0,0.3592881944444444,6.8,0.6561335140630294,227,48,-525,-294,22.7,1535.1,Red
1,18,2,1,8,2,8,0,0,0,0,0.6387152777777778,7.2,0.7724500169434091,252,66,4094,3320,25.2,1857.0,Red
0,16,15,0,3,10,0,1,1,0,0,0.1986979166666667,6.4,0.4056252117926128,181,36,-5229,-5136,18.1,1350.1,Red
1,38,3,0,4,4,5,1,1,0,0,0.35520833333333335,6.6,0.5811589291765503,212,47,516,113,21.2,1530.4,Red
0,88,3,0,8,7,9,1,1,0,0,0.5619791666666667,7.0,0.6596069129108778,223,60,429,698,22.3,1768.6,Red
1,17,2,1,5,4,4,0,0,0,0,0.4208333333333334,6.6,0.5598949508641139,225,39,-695,-1686,22.5,1606.0,Red
1,28,1,1,5,6,9,0,0,0,0,0.4512152777777778,6.8,0.5813283632666894,230,56,-750,-1304,23.0,1641.0,Red
0,18,2,1,7,9,6,0,0,0,0,0.49140625000000004,7.2,0.7029820399864454,214,56,-1076,845,21.4,1687.3,Red
1,30,2,1,12,4,11,0,0,0,0,0.6885416666666666,7.2,0.7195018637749916,216,44,3559,1319,21.6,1914.4,Red
0,14,0,1,4,9,8,0,0,0,0,0.3047743055555556,6.2,0.34462893934259575,186,41,-3332,-2911,18.6,1472.3,Red
1,15,4,0,5,7,8,1,1,0,0,0.4418402777777779,7.2,0.7009488309047781,207,48,-1104,-183,20.7,1630.2,Red
1,17,5,1,12,9,10,2,1,1,1,0.7681423611111111,7.2,0.7061165706540157,223,48,1428,433,22.3,2006.1,Red
0,53,5,1,6,8,5,0,0,0,0,0.4510416666666668,7.0,0.6363097255167741,211,65,-1156,-916,21.1,1640.8,Red
1,17,4,0,7,9,4,1,1,0,0,0.46987847222222223,7.0,0.6822263639444256,234,56,-1319,-41,23.4,1662.5,Red
1,14,4,1,7,5,7,1,0,1,0,0.5063368055555555,7.0,0.6685022026431718,216,56,1157,51,21.6,1704.5,Red
1,15,3,1,10,8,11,0,0,0,0,0.6428819444444445,7.2,0.6845984412063707,224,44,1968,469,22.4,1861.8,Red
1,14,2,0,9,10,19,0,0,0,0,0.53828125,7.0,0.6357167062012877,221,48,-479,-52,22.1,1741.3,Red
0,16,4,0,5,3,5,1,1,0,0,0.43923611111111116,7.2,0.7724500169434091,243,60,564,1862,24.3,1627.2,Red
0,17,1,0,6,13,8,1,1,0,0,0.43420138888888893,7.0,0.5941206370721789,206,56,-3110,-1541,20.6,1621.4,Red
1,14,1,0,10,7,7,0,0,0,0,0.5361979166666666,7.0,0.644611995933582,189,44,964,1439,18.9,1738.9,Red
1,12,1,0,5,5,5,1,1,0,0,0.4028645833333333,7.0,0.7633005760759065,231,60,-1140,531,23.1,1585.3,Red
1,17,3,1,6,2,8,1,1,0,0,0.4966145833333333,7.2,0.7423754659437479,252,52,2181,1293,25.2,1693.3,Red
1,15,1,1,10,2,10,2,1,1,0,0.6401041666666667,7.4,0.800321924771264,254,40,3911,2728,25.4,1858.6,Red
0,14,5,0,3,6,1,1,1,0,0,0.34704861111111107,6.8,0.6338529312097595,242,50,-1697,-125,24.2,1521.0,Red
1,13,2,1,11,2,8,1,1,0,0,0.8069444444444445,7.6,0.8978312436462216,252,64,6124,4043,25.2,2050.8,Red
1,41,3,1,8,3,11,1,1,0,0,0.5599826388888889,7.2,0.721196204676381,227,53,1603,1134,22.7,1766.3,Red
1,17,5,0,4,3,3,1,1,0,0,0.4515625000000001,7.0,0.6502880379532362,249,52,930,-185,24.9,1641.4,Red
1,17,2,1,10,4,9,2,1,1,1,0.7841145833333334,7.4,0.7463571670620129,240,60,5181,5072,24.0,2024.5,Red
0,17,3,0,5,8,4,1,0,1,0,0.42508680555555567,6.8,0.6374957641477467,215,49,-2666,-400,21.5,1610.9,Red
0,9,1,0,2,5,0,0,0,0,0,0.16779513888888897,5.6,0.31446967129786507,210,29,-4520,-5730,21.0,1314.5,Red
0,18,5,0,3,7,7,1,1,0,0,0.40303819444444455,7.0,0.6717214503558117,268,60,-1524,-2071,26.8,1585.5,Red
1,19,0,0,8,4,13,1,1,0,0,0.4927083333333333,7.2,0.7430532023043036,231,53,622,1278,23.1,1688.8,Red
1,50,1,1,7,6,11,1,0,1,1,0.6139756944444446,7.0,0.7107760081328364,193,59,2025,1774,19.3,1828.5,Red
1,15,0,1,7,2,7,1,1,0,0,0.4667534722222222,6.8,0.6765503219247714,217,47,2276,2192,21.7,1658.9,Red
0,16,2,1,2,2,1,2,1,1,0,0.28446180555555567,6.8,0.6414774652660115,221,60,-908,79,22.1,1448.9,Red
0,44,3,0,4,7,4,0,0,0,0,0.30008680555555567,6.4,0.5345645543883429,208,36,-1606,-615,20.8,1466.9,Red
1,17,2,0,9,8,12,0,0,0,0,0.5284722222222222,7.0,0.6632497458488648,186,68,-726,455,18.6,1730.0,Red
1,17,6,0,8,1,8,1,1,0,0,0.6294270833333333,7.6,0.8423415791257202,264,51,5048,4231,26.4,1846.3,Red
1,33,1,1,7,7,10,0,0,0,0,0.42352430555555554,6.6,0.5567604201965436,194,49,-544,-758,19.4,1609.1,Red
1,18,2,1,3,1,5,2,1,1,0,0.36588541666666674,6.8,0.6064893256523213,250,48,1313,6,25.0,1542.7,Red
1,12,2,1,6,5,7,0,0,0,0,0.41631944444444446,7.0,0.6471535072856659,214,55,33,559,21.4,1600.8,Red
1,57,3,1,11,4,16,1,1,0,0,0.6769965277777779,7.2,0.7576245340562521,193,63,4405,3304,19.3,1901.1,Red
0,16,2,1,5,10,4,0,0,0,0,0.3890625000000001,6.8,0.655286343612335,209,66,-3440,-2199,20.9,1569.4,Red
1,16,2,0,3,3,6,0,0,0,0,0.375173611111111,7.0,0.6346153846153847,246,47,325,-9,24.6,1553.4,Red
0,39,2,0,7,6,10,1,1,0,0,0.5741319444444444,7.2,0.7716875635377839,246,67,1314,1027,24.6,1782.6,Red
1,61,3,1,9,4,12,1,1,0,0,0.53984375,7.0,0.6554557777024738,202,39,1724,1515,20.2,1743.1,Red
0,15,2,1,3,10,2,0,0,0,0,0.24479166666666674,6.6,0.5149949169772959,193,44,-3854,-2986,19.3,1403.2,Red
0,89,2,0,4,4,4,0,0,0,0,0.3623263888888888,7.0,0.663080311758726,227,40,-234,318,22.7,1538.6,Red
1,19,4,0,15,5,9,0,0,0,0,0.8042534722222223,7.8,0.9240088105726872,248,44,4202,3846,24.8,2047.7,Red
0,15,1,1,9,9,6,1,1,0,0,0.4569444444444444,6.6,0.561165706540156,183,56,-832,504,18.3,1647.6,Red
1,19,6,1,3,2,3,0,0,0,0,0.3359375,7.0,0.6176719756014911,227,37,1207,1542,22.7,1508.2,Red
0,15,3,1,7,12,13,0,0,0,0,0.4388888888888889,7.0,0.579803456455439,206,48,-4453,-1296,20.6,1626.8,Red
0,16,0,0,4,8,2,0,0,0,0,0.3851562500000001,6.6,0.5023720772619452,200,48,-1306,-1039,20.0,1564.9,Red
1,11,1,0,9,6,7,1,1,0,0,0.5164930555555556,7.2,0.6549474754320569,215,49,1063,1027,21.5,1716.2,Red
0,42,4,0,4,13,2,1,1,0,0,0.27855902777777786,6.8,0.5527787190782786,179,51,-5148,-2308,17.9,1442.1,Red
0,32,4,0,7,15,8,0,0,0,0,0.47769097222222223,7.0,0.6315655709928839,188,64,-4217,-1384,18.8,1671.5,Red
0,14,2,0,7,17,8,0,0,0,0,0.3818576388888888,6.4,0.38114198576753655,156,40,-5372,-4626,15.6,1561.1,Red
1,14,10,0,6,4,4,2,1,1,0,0.4697048611111112,7.0,0.7235682819383261,228,72,752,1764,22.8,1662.3,Red
0,15,1,0,7,10,6,1,1,0,0,0.39626736111111116,6.2,0.4802609284988141,195,55,-2161,-1731,19.5,1577.7,Red
0,20,1,0,0,8,0,0,0,0,0,0.14861111111111103,6.4,0.4539986445272789,201,44,-7761,-5818,20.1,1292.4,Red
0,15,6,0,6,11,10,0,0,0,0,0.3633680555555556,6.6,0.5596407997289056,203,35,-2647,-3204,20.3,1539.8,Red
0,17,1,1,4,7,5,0,0,0,0,0.4155381944444445,7.0,0.6367333107421213,267,48,-986,-1194,26.7,1599.9,Red
0,14,3,1,6,3,6,1,1,0,0,0.4589409722222222,6.4,0.5299051169095222,186,40,2393,1004,18.6,1649.9,Red
1,11,0,0,3,3,5,0,0,0,0,0.40008680555555554,7.2,0.6841748559810233,224,63,347,1134,22.4,1582.1,Red
0,20,5,1,4,6,8,1,1,0,0,0.49105902777777777,6.8,0.6176719756014911,270,36,435,-574,27.0,1686.9,Red
1,89,2,1,8,4,5,0,0,0,1,0.7346354166666667,7.4,0.8023551338529312,232,67,4790,2126,23.2,1967.5,Red
0,12,2,0,2,11,1,0,0,0,0,0.2421875,6.8,0.5693832599118943,211,52,-5525,-3467,21.1,1400.2,Red
1,13,2,1,7,6,4,1,1,0,0,0.4736111111111112,7.0,0.6642663503896985,175,61,-17,1180,17.5,1666.8,Red
1,92,1,1,11,14,18,1,1,0,0,0.5098958333333334,6.4,0.38749576414774645,157,36,-2782,-4548,15.7,1708.6,Red
1,14,2,1,7,9,3,1,1,0,0,0.42213541666666665,6.8,0.5543883429345985,228,37,58,-13,22.8,1607.5,Red
1,36,6,1,5,0,8,1,1,0,0,0.43246527777777777,6.8,0.7079803456455439,248,52,2637,1878,24.8,1619.4,Red
0,15,4,0,2,6,2,0,0,0,0,0.29175347222222214,7.0,0.6269908505591325,225,52,-3206,-2261,22.5,1457.3,Red
0,12,2,1,2,14,3,0,0,0,0,0.29427083333333326,6.6,0.5051677397492377,211,60,-4531,-2978,21.1,1460.2,Red
1,13,1,0,3,3,5,0,0,0,1,0.44921875,6.8,0.6094544222297528,236,44,2083,2549,23.6,1638.7,Red
0,18,1,1,3,1,5,1,1,0,0,0.3866319444444444,7.2,0.7016265672653338,241,50,1327,825,24.1,1566.6,Red
0,39,2,0,9,9,7,0,0,0,0,0.4800347222222223,7.0,0.6976448661470688,197,56,-359,1714,19.7,1674.2,Red
0,12,2,0,5,3,7,1,1,0,0,0.5026909722222221,7.2,0.7250931887495765,220,84,2272,2782,22.0,1700.3,Red
0,15,2,0,10,8,12,0,0,0,0,0.627951388888889,7.0,0.7572009488309047,243,41,680,703,24.3,1844.6,Red
1,12,0,0,5,7,2,0,0,0,0,0.43862847222222223,7.2,0.7230599796679092,225,60,-482,670,22.5,1626.5,Red
1,17,3,0,12,7,10,0,0,0,0,0.7057291666666667,7.6,0.881057268722467,206,55,3268,4457,20.6,1934.2,Red
0,54,6,0,5,7,6,0,0,0,0,0.37968749999999996,7.0,0.610216875635378,193,60,-1902,-967,19.3,1558.6,Red
1,13,2,1,6,0,11,1,1,0,0,0.4574652777777779,7.4,0.7712639783124365,222,60,3784,4019,22.2,1648.2,Red
0,13,4,1,3,10,2,0,0,0,0,0.3105902777777778,6.8,0.5676889190105049,230,51,-2474,-2494,23.0,1479.0,Red
1,22,3,0,11,2,12,1,1,0,0,0.6060763888888889,7.6,0.8285327007793969,246,52,3678,3234,24.6,1819.4,Red
1,17,1,0,2,8,2,1,1,0,0,0.340017361111111,7.0,0.6048797017960014,234,54,-2537,-1833,23.4,1512.9,Red
0,14,2,0,4,6,6,0,0,0,0,0.3315104166666667,6.4,0.48856319891562194,216,39,-1490,-1461,21.6,1503.1,Red
